doi,n.scopus,n.wos,n.unmerged
"10.1007/s10489-020-02068-6",1,1,1
"10.1109/tac.2019.2923082",1,1,1
"10.1109/access.2020.3012573",1,1,1
"10.3233/web-220004",1,1,1
"10.3354/meps149091",1,1,1
"10.1504/ijes.2018.089436",1,1,1
"10.1016/j.cub.2015.08.052",1,1,1
"10.18564/jasss.3611",1,1,1
"10.1177/0951629813493213",1,1,1
"10.1002/int.20471",1,1,1
"10.1186/1472-6785-13-35",1,1,1
"10.4028/www.scientific.net/amr.338.665",1,1,1
"10.1109/tac.2021.3108672",1,1,1
"10.1007/s00521-020-05315-6",1,1,1
"10.1371/journal.pone.0190538",1,1,1
"10.1016/j.ecolmodel.2012.02.021",1,1,1
"10.1109/tcyb.2022.3182036",1,1,1
"10.1109/grc.2009.5255137",1,1,1
"10.32604/iasc.2022.019060",1,1,1
"10.18564/jasss.3648",1,1,1
"10.1098/rsbl.2016.0704",1,1,1
"10.3390/su132212500",1,1,1
"10.1016/s0933-3657(03)00006-x",1,1,1
"10.1016/j.amc.2023.128085",1,1,1
"10.1177/0037549712462621",1,1,1
"10.1504/ijtm.2014.064591",1,1,1
"10.2478/fcds-2014-0004",1,1,1
"10.12759/hsr.43.2018.1.234-258",1,1,1
"10.1016/j.simpat.2010.04.003",1,1,1
"10.3389/fmicb.2015.00534",1,1,1
"10.1136/bmjopen-2014-004787",1,1,1
"10.3390/a14030098",1,1,1
"10.1109/tsmc.2023.3276364",2,0,0
"10.1016/j.tust.2022.104749",1,1,1
"10.1186/s12889-023-15994-0",1,1,1
"10.1007/978-3-030-97457-2_14",1,1,1
"10.3389/fphys.2021.718276",1,1,1
"10.1109/access.2019.2930640",1,1,1
"10.1080/00051144.2020.1734716",1,1,1
"10.1631/fitee.2000615",1,1,1
"10.1111/ssqu.12033",1,1,1
"10.1109/tcyb.2017.2691714",1,1,1
"10.1177/0272989x17706081",1,1,1
"10.1016/j.resconrec.2021.105400",1,1,1
"10.1370/afm.2015",1,1,1
"10.3934/nhm.2020029",1,1,1
"10.1371/journal.pone.0182490",1,1,1
"10.1016/j.vhri.2019.03.006",1,1,1
"10.3390/math10020236",1,1,1
"10.1016/j.compind.2014.05.002",1,1,1
"10.1109/tnse.2022.3140592",1,1,1
"10.1111/j.1469-185x.2012.00236.x",1,1,1
"10.1177/0037549708097146",1,1,1
"10.1109/tnnls.2022.3203011",1,1,1
"10.1016/j.physa.2009.11.031",1,1,1
"10.1007/s11111-016-0254-y",1,1,1
"10.1016/j.automatica.2013.03.015",1,1,1
"10.1016/j.ins.2022.10.080",1,1,1
"10.1007/s40258-023-00813-9",1,1,1
"10.1007/s00779-018-1181-y",1,1,1
"10.1111/jbi.12665",1,1,1
"10.1016/j.ecolmodel.2007.06.004",1,1,1
"10.1142/s0218202510004647",1,1,1
"10.1109/access.2019.2956880",1,1,1
"10.1109/access.2023.3244138",1,1,1
"10.1287/trsc.2021.1067",1,1,1
"10.1080/00207543.2023.2233641",1,1,1
"10.1155/2021/8871288",1,1,1
"10.3390/machines5020012",1,1,1
"10.1016/j.aei.2005.05.010",1,1,1
"10.1587/transinf.2016agp0003",1,1,1
"10.3141/2389-01",1,1,1
"10.3389/fmars.2022.863244",1,1,1
"10.1098/rsbl.2021.0440",1,1,1
"10.1007/s10640-022-00685-y",1,1,1
"10.1080/00045608.2012.685047",1,1,1
"10.1016/j.eswa.2016.03.016",1,1,1
"10.1007/s10489-007-0050-6",1,1,1
"10.5751/es-05578-190107",1,1,1
"10.1007/978-3-030-00533-7_35",1,1,1
"10.1016/j.compenvurbsys.2017.03.008",1,1,1
"10.1109/smc42975.2020.9283166",1,1,1
"10.1023/a:1012411712038",1,1,1
"10.1007/s10846-006-9047-3",1,1,1
"10.3141/2239-04",1,1,1
"10.1007/s10846-012-9783-5",1,1,1
"10.1016/j.anbehav.2011.09.017",1,1,1
"10.1109/tac.2014.2335971",1,1,1
"10.1093/cesifo/ifs004",1,1,1
"10.1370/afm.2247",1,1,1
"10.18564/jasss.4934",1,1,1
"10.1038/s41598-021-88498-9",1,1,1
"10.1016/j.mbs.2017.10.010",1,1,1
"10.1371/journal.pone.0101636",1,1,1
"10.1098/rsif.2020.0655",1,1,1
"10.1186/s12916-021-01965-y",1,1,1
"10.1016/j.ecolmodel.2020.109008",1,1,1
"10.1002/1438-390x.12136",1,1,1
"10.2514/1.46304",1,1,1
"10.1167/13.10.10",1,1,1
"10.1016/j.infsof.2011.12.002",1,1,1
"10.1016/j.enconman.2020.113192",1,1,1
"10.1007/s10916-015-0373-5",1,1,1
"10.1109/access.2019.2909637",1,1,1
"10.1111/jvec.12161",1,1,1
"10.1016/j.envsoft.2011.12.002",1,1,1
"10.1007/s10144-010-0212-y",1,1,1
"10.1111/j.1475-5890.2015.12058",1,1,1
"10.3328/tl.2012.04.03.129-141",1,1,1
"10.1007/bf03037253",1,1,1
"10.1002/sres.2802",1,1,1
"10.1007/s11294-006-9005-7",1,1,1
"10.1177/03611981211068460",1,1,1
"10.1109/fskd.2007.519",1,1,1
"10.1016/j.jbiomech.2005.08.023",1,1,1
"10.1016/j.simpat.2015.05.005",1,1,1
"10.1080/00207179.2014.992963",1,1,1
"10.1007/s11071-017-3526-x",1,1,1
"10.3390/math10081338",1,1,1
"10.1080/13658816.2011.556121",1,1,1
"10.1007/s11071-019-04826-9",1,1,1
"10.1016/j.ijmecsci.2022.107236",1,1,1
"10.1016/j.procs.2015.07.386",1,1,1
"10.1016/j.trb.2013.09.012",1,1,1
"10.1109/lcn.2009.5355209",1,1,1
"10.3390/nu11020400",1,1,1
"10.1177/0272989x13487947",1,1,1
"10.1007/s12038-012-9231-5",1,1,1
"10.1016/j.jfranklin.2015.02.011",1,1,1
"10.1016/j.automatica.2017.08.010",1,1,1
"10.1109/lra.2022.3216234",1,1,1
"10.1016/s0165-1889(00)00028-2",1,1,1
"10.1109/tcns.2020.2972595",1,1,1
"10.1080/00207540600621094",1,1,1
"10.1016/j.mechrescom.2018.08.002",1,1,1
"10.1016/j.ecolmodel.2004.12.001",1,1,1
"10.1142/s0219525912500877",1,1,1
"10.1128/jvi.01146-20",1,1,1
"10.5547/01956574.41.3.tdou",1,1,1
"10.1109/icmtma.2009.559",1,1,1
"10.1016/j.jtbi.2009.09.002",1,1,1
"10.1007/s11403-013-0115-z",1,1,1
"10.1111/oik.06789",1,1,1
"10.1016/j.energy.2019.04.180",1,1,1
"10.1080/00207721.2021.1995527",1,1,1
"10.1007/s40866-015-0002-x",1,1,1
"10.1016/j.ecolmodel.2005.02.014",1,1,1
"10.1016/j.ecocom.2020.100876",1,1,1
"10.4028/www.scientific.net/kem.467-469.1231",1,1,1
"10.1002/etc.3720",1,1,1
"10.1016/j.procs.2014.05.484",1,1,1
"10.1007/s00500-023-08602-1",2,0,0
"10.1186/s12936-017-2075-6",1,1,1
"10.1002/sdr.1508",1,1,1
"10.3934/mbe.2011.8.463",1,1,1
"10.1080/00207543.2019.1629673",1,1,1
"10.1177/0894439313511943",1,1,1
"10.14429/dsj.62.964",1,1,1
"10.1007/s40815-023-01512-2",2,0,0
"10.1016/j.eneco.2016.10.021",1,1,1
"10.1016/j.chemosphere.2022.135372",1,1,1
"10.1002/eej.23037",1,1,1
"10.3141/2610-09",1,1,1
"10.3390/e24050580",1,1,1
"10.3389/frobt.2022.791921",1,1,1
"10.1093/aje/kwy289",1,1,1
"10.1016/j.pmcj.2009.06.003",1,1,1
"10.1155/2014/581323",1,1,1
"10.1109/tpwrs.2006.889140",1,1,1
"10.1080/00207721.2020.1799257",1,1,1
"10.1177/0361198120925077",1,1,1
"10.18564/jasss.1750",1,1,1
"10.1007/s00170-020-06190-0",1,1,1
"10.1287/trsc.2013.0504",1,1,1
"10.1177/1729881420916960",1,1,1
"10.1007/s10462-011-9244-8",1,1,1
"10.1177/1059712316664120",1,1,1
"10.1016/j.ifacol.2022.09.174",1,1,1
"10.1016/j.ifacol.2017.08.1196",1,1,1
"10.1016/j.jtbi.2018.06.008",1,1,1
"10.18564/jasss.4637",1,1,1
"10.1016/s0096-3003(03)00544-7",1,1,1
"10.1016/j.scs.2018.05.018",1,1,1
"10.1016/s0304-3800(00)00298-2",1,1,1
"10.1007/s10620-015-3796-4",1,1,1
"10.1016/j.aei.2022.101531",1,1,1
"10.1080/00140139.2013.788216",1,1,1
"10.3141/2316-12",1,1,1
"10.1086/671185",1,1,1
"10.1371/journal.pone.0008479",1,1,1
"10.1371/journal.pone.0111310",1,1,1
"10.1007/978-3-030-01057-7_85",1,1,1
"10.1007/s11538-016-0156-2",1,1,1
"10.1109/tsmca.2007.906574",1,1,1
"10.18564/jasss.1573",1,1,1
"10.3233/jifs-182926",1,1,1
"10.1016/j.lungcan.2021.04.005",1,1,1
"10.18564/jasss.2360",1,1,1
"10.1016/j.ifacol.2022.09.405",1,1,1
"10.1016/j.jclepro.2020.122620",1,1,1
"10.1142/s0218213012020022",1,1,1
"10.1007/s11235-010-9411-2",1,1,1
"10.1016/j.physbeh.2018.03.030",1,1,1
"10.1039/c4fo00483c",1,1,1
"10.1142/s1793962312400028",1,1,1
"10.1111/ddi.13409",1,1,1
"10.1109/25.892539",1,1,1
"10.1109/access.2019.2927992",1,1,1
"10.1186/1752-0509-4-24",1,1,1
"10.3390/su151310146",1,1,1
"10.1016/j.procs.2014.05.485",1,1,1
"10.1007/978-3-319-59060-8_24",1,1,1
"10.1016/j.agsy.2012.09.004",1,1,1
"10.1080/00036846.2018.1529404",1,1,1
"10.1016/j.ic.2022.104909",1,1,1
"10.1111/risa.12939",1,1,1
"10.3934/cam.2023001",1,1,1
"10.1049/iet-cta.2016.0955",1,1,1
"10.3390/app13063499",1,1,1
"10.1109/iros.2006.281752",1,1,1
"10.1109/smc.2013.759",1,1,1
"10.1007/s42001-020-00072-x",1,1,1
"10.1093/jxb/ery323",1,1,1
"10.1007/s11424-015-3061-0",1,1,1
"10.1016/j.envsoft.2018.03.022",1,1,1
"10.1049/cje.2016.10.015",1,1,1
"10.1016/j.procir.2019.03.030",1,1,1
"10.1016/j.eswa.2012.10.045",1,1,1
"10.1109/tsg.2014.2327478",1,1,1
"10.1016/j.compenvurbsys.2016.06.005",1,1,1
"10.1177/0037549705053171",1,1,1
"10.1162/evco.2007.15.3.345",1,1,1
"10.1016/j.automatica.2023.110915",1,1,1
"10.1007/s11403-016-0178-8",1,1,1
"10.1007/s10816-021-09510-0",1,1,1
"10.1177/0037549720975128",1,1,1
"10.1371/journal.pcbi.1000294",1,1,1
"10.1007/s41060-023-00435-3",1,1,1
"10.1109/tpwrs.2005.857262",1,1,1
"10.1016/j.ecolmodel.2015.10.005",1,1,1
"10.1109/tcyb.2019.2963172",1,1,1
"10.1371/journal.pone.0284611",1,1,1
"10.1109/tetci.2016.2635130",1,1,1
"10.1061/(asce)te.1943-5436.0000176",1,1,1
"10.1111/jfr3.12804",1,1,1
"10.1109/titb.2010.2053849",1,1,1
"10.1016/j.jom.2018.05.003",1,1,1
"10.1002/cav.1902",1,1,1
"10.1371/journal.pmed.1001827",1,1,1
"10.1007/s10961-018-9697-x",1,1,1
"10.1109/socpar.2009.106",1,1,1
"10.1186/s13071-019-3443-6",1,1,1
"10.1007/3-540-32370-8_7",1,1,1
"10.1016/j.procs.2014.05.495",1,1,1
"10.1086/659623",1,1,1
"10.1109/access.2016.2592381",1,1,1
"10.1016/j.envsoft.2018.05.003",1,1,1
"10.1016/j.eist.2020.05.001",1,1,1
"10.1016/j.healthpol.2022.03.013",1,1,1
"10.1061/(asce)up.1943-5444.0000139",1,1,1
"10.1142/s0218339019500219",1,1,1
"10.1007/3-540-44561-7",18,0,0
"10.1017/epi.2013.37",1,1,1
"10.3934/nhm.2019004",1,1,1
"10.1016/j.ijcard.2016.05.035",1,1,1
"10.1007/s10764-011-9497-8",1,1,1
"10.1016/j.vaccine.2018.09.040",1,1,1
"10.1142/s1363919619500683",1,1,1
"10.1016/j.envsoft.2015.03.019",1,1,1
"10.1080/00207179.2021.1987525",1,1,1
"10.1109/synasc.2007.40",1,1,1
"10.1145/3290420.3290430",1,1,1
"10.1007/978-3-319-70169-1_30",1,1,1
"10.1016/j.simpat.2018.01.001",1,1,1
"10.18564/jasss.2098",1,1,1
"10.1016/j.ins.2022.03.090",1,1,1
"10.1016/j.erss.2020.101782",1,1,1
"10.1016/j.socnet.2017.09.004",1,1,1
"10.1007/s41745-021-00252-2",1,1,1
"10.7494/csci.2021.22.3.4259",1,1,1
"10.1109/jsyst.2021.3065839",1,1,1
"10.1007/s10586-018-2291-z",1,1,1
"10.1007/978-3-319-19033-4_13",1,1,1
"10.1109/tpwrs.2016.2635683",1,1,1
"10.1109/ojcoms.2022.3213213",1,1,1
"10.1002/jid.3416",1,1,1
"10.1080/00207179.2019.1623421",1,1,1
"10.1109/tac.2016.2627179",1,1,1
"10.1016/j.simpat.2019.03.002",1,1,1
"10.1007/978-3-319-64798-2_4",1,1,1
"10.1016/j.eswa.2008.12.057",1,1,1
"10.1016/j.eswa.2004.12.029",1,1,1
"10.1109/tnnls.2014.2386858",1,1,1
"10.1109/lra.2021.3062347",1,1,1
"10.1016/j.socnet.2012.05.003",1,1,1
"10.1002/atr.1315",1,1,1
"10.3390/app12199544",1,1,1
"10.1139/cjfas-2014-0568",1,1,1
"10.1109/melcon.2010.5475940",1,1,1
"10.1016/j.esr.2019.100404",1,1,1
"10.1080/02755947.2013.765527",1,1,1
"10.1177/0894439310370113",1,1,1
"10.1109/access.2017.2723462",1,1,1
"10.1109/tsmc.2013.2265083",1,1,1
"10.1007/s10994-005-0461-8",1,1,1
"10.1155/2013/762861",1,1,1
"10.1016/j.ecolmodel.2023.110422",1,1,1
"10.1016/j.ecolmodel.2009.04.021",1,1,1
"10.3141/2568-14",1,1,1
"10.2478/ttj-2014-0024",1,1,1
"10.1115/1.4026659",1,1,1
"10.3390/drones6100300",1,1,1
"10.3141/2613-07",1,1,1
"10.1016/j.jtbi.2009.09.007",1,1,1
"10.1016/j.jtbi.2018.03.026",1,1,1
"10.1111/j.1523-1739.2005.00227.x",1,1,1
"10.1098/rsif.2018.0733",1,1,1
"10.1016/j.neucom.2013.03.066",1,1,1
"10.3390/w13202904",1,1,1
"10.1287/inte.28.3.84",1,1,1
"10.1007/s10846-019-01123-w",1,1,1
"10.18564/jasss.4037",1,1,1
"10.1007/s13278-013-0115-y",1,1,1
"10.1016/j.simpat.2019.101983",1,1,1
"10.5694/mja2.51997",1,1,1
"10.1109/access.2019.2944394",1,1,1
"10.2105/ajph.2017.304243",1,1,1
"10.1108/jaar-10-2020-0221",1,1,1
"10.1016/j.jenvp.2016.06.002",1,1,1
"10.1002/acs.3587",1,1,1
"10.1016/j.simpat.2019.03.008",1,1,1
"10.1111/roiw.12423",1,1,1
"10.1177/1077546320937222",1,1,1
"10.4018/jitwe.2007100103",1,1,1
"10.1007/s10640-016-0052-0",1,1,1
"10.1016/j.jclepro.2023.136753",1,1,1
"10.1038/ismej.2015.212",1,1,1
"10.3808/jei.201600354",1,1,1
"10.3390/su13052483",1,1,1
"10.3141/2083-12",1,1,1
"10.1016/j.ecolmodel.2006.12.006",1,1,1
"10.1016/j.procs.2016.09.085",1,1,1
"10.1080/19463138.2022.2157005",1,1,1
"10.1115/1.4039494",2,0,0
"10.1007/s11136-018-1800-0",1,1,1
"10.1142/s0219525917500035",1,1,1
"10.1139/cjce-2011-0344",1,1,1
"10.1016/j.fishres.2020.105713",1,1,1
"10.1093/icesjms/fsv046",1,1,1
"10.1002/hec.3978",1,1,1
"10.1371/journal.pmed.1002981",1,1,1
"10.1007/s10745-017-9927-0",1,1,1
"10.1111/1365-2656.13353",1,1,1
"10.1109/tim.2020.3031126",1,1,1
"10.1038/srep11838",1,1,1
"10.20965/jaciii.2018.p0640",1,1,1
"10.1006/cbmr.1998.1498",1,1,1
"10.1109/tits.2014.2374167",1,1,1
"10.1016/j.ecocom.2022.101025",1,1,1
"10.1016/j.cpc.2018.03.015",1,1,1
"10.1145/3502199",1,1,1
"10.1016/j.jocs.2023.102040",1,1,1
"10.1109/tsmc.2017.2734799",1,1,1
"10.3390/s21237896",1,1,1
"10.1109/tvt.2021.3103674",1,1,1
"10.1007/s10588-013-9157-y",1,1,1
"10.1016/j.jval.2020.03.006",1,1,1
"10.1161/circulationaha.121.056502",1,1,1
"10.1016/j.ecolecon.2014.09.021",1,1,1
"10.17269/s41997-018-0050-9",1,1,1
"10.1177/00375497211022820",1,1,1
"10.1007/s11023-020-09537-4",1,1,1
"10.1109/ssrr.2008.4745886",1,1,1
"10.3390/en13164077",1,1,1
"10.1139/f10-148",1,1,1
"10.1115/1.4056481",1,1,1
"10.1016/j.tpb.2021.09.001",1,1,1
"10.1109/cig.2008.5035650",1,1,1
"10.1109/jsen.2011.2142303",1,1,1
"10.1016/j.trc.2018.03.002",1,1,1
"10.1155/2021/6677010",1,1,1
"10.1371/journal.pone.0118359",1,1,1
"10.1371/journal.pone.0218793",1,1,1
"10.1134/s1054661819030143",1,1,1
"10.1108/k-12-2021-1367",1,1,1
"10.1371/journal.pone.0284891",1,1,1
"10.1177/09691413231153568",1,1,1
"10.3389/fpubh.2022.955120",1,1,1
"10.1016/j.eswa.2013.06.012",1,1,1
"10.1016/j.jfranklin.2019.05.014",1,1,1
"10.3390/computers4010002",1,1,1
"10.1016/j.ecoinf.2007.09.001",1,1,1
"10.2307/2055368",0,2,0
"10.1126/science.1163952",1,1,1
"10.1016/j.envsoft.2011.10.014",1,1,1
"10.1057/jos.2015.12",1,1,1
"10.18564/jasss.2356",1,1,1
"10.1007/s10846-008-9247-0",1,1,1
"10.1016/j.ecosys.2012.12.003",1,1,1
"10.1007/s11518-016-5303-7",1,1,1
"10.1017/s071498081400004x",1,1,1
"10.1111/rsp3.12009",1,1,1
"10.1108/idd-12-2020-0154",1,1,1
"10.1016/j.ast.2021.107072",1,1,1
"10.1016/j.ress.2011.07.005",1,1,1
"10.1016/j.ijpe.2018.12.023",1,1,1
"10.1177/15485129221116897",1,1,1
"10.1109/access.2019.2907012",1,1,1
"10.1016/j.jedc.2014.08.011",1,1,1
"10.1007/s11787-022-00319-3",1,1,1
"10.1097/fpc.0000000000000410",1,1,1
"10.5198/jtlu.2021.1863",1,1,1
"10.3390/app9194131",1,1,1
"10.3389/ffgc.2022.753100",1,1,1
"10.3390/en13205437",1,1,1
"10.1109/iri.2017.34",1,1,1
"10.1016/j.infsof.2005.03.004",1,1,1
"10.1016/j.eswa.2010.12.152",1,1,1
"10.1080/00207179.2014.889856",1,1,1
"10.1371/journal.pone.0157796",1,1,1
"10.3390/w13202863",1,1,1
"10.1504/ijmic.2008.018182",1,1,1
"10.1017/s0269888912000021",1,1,1
"10.1080/00207543.2010.518996",1,1,1
"10.1007/s12080-020-00467-6",1,1,1
"10.4054/demres.2019.41.12",1,1,1
"10.1177/0361198119844743",1,1,1
"10.1371/journal.pone.0245652",1,1,1
"10.1080/00207540512331311868",1,1,1
"10.1111/1477-9552.12543",1,1,1
"10.1086/670008",1,1,1
"10.1007/s11098-023-01985-9",1,1,1
"10.1007/s40565-014-0047-1",1,1,1
"10.1016/j.aei.2006.01.006",1,1,1
"10.3390/e24121719",1,1,1
"10.1016/j.artint.2022.103727",1,1,1
"10.1049/iet-rpg.2019.0664",1,1,1
"10.1016/j.compbiomed.2005.04.010",1,1,1
"10.1016/j.ifacol.2021.11.090",1,1,1
"10.3141/2047-10",1,1,1
"10.1371/journal.pone.0206166",1,1,1
"10.1016/j.compeleceng.2022.108195",1,1,1
"10.1007/s42081-022-00163-1",1,1,1
"10.1109/mits.2023.3265596",1,1,1
"10.1007/s00265-009-0771-0",1,1,1
"10.1073/pnas.192174199",1,1,1
"10.1016/j.jocs.2019.06.009",1,1,1
"10.1080/1747423x.2015.1030463",1,1,1
"10.1049/iet-cta.2014.0469",1,1,1
"10.1007/s10115-017-1087-4",1,1,1
"10.1109/tcyb.2022.3141734",1,1,1
"10.1177/03611981231179471",1,1,1
"10.1007/s00146-013-0527-2",1,1,1
"10.1016/j.tranpol.2022.01.001",1,1,1
"10.1007/s11538-019-00597-x",1,1,1
"10.18564/jasss.4861",1,1,1
"10.2105/ajph.2019.305364",1,1,1
"10.1186/1472-6947-13-12",1,1,1
"10.1080/14693062.2022.2104793",1,1,1
"10.5004/dwt.2021.26872",1,1,1
"10.1080/00128775.2023.2221231",1,1,1
"10.11646/zootaxa.4729.1.8",1,1,1
"10.17310/ntj.2019.4.03",1,1,1
"10.1016/j.ijpe.2013.06.012",1,1,1
"10.1429/26966",1,1,1
"10.1017/s1474747212000091",1,1,1
"10.1007/s00191-019-00611-4",1,1,1
"10.1016/j.trf.2020.09.017",1,1,1
"10.3390/app9081702",1,1,1
"10.1057/s41270-022-00170-x",1,1,1
"10.2217/fon-2021-0739",1,1,1
"10.1080/14697688.2016.1183812",1,1,1
"10.1007/s11403-013-0110-4",1,1,1
"10.4018/ijaeis.2016100104",1,1,1
"10.1109/tfuzz.2021.3089740",1,1,1
"10.1007/978-1-4614-4945-4_16",2,0,0
"10.1186/s12859-019-3181-y",1,1,1
"10.1049/iet-cta.2020.0353",1,1,1
"10.1109/tcns.2017.2653418",1,1,1
"10.1016/j.isatra.2023.02.006",1,1,1
"10.1371/journal.pntd.0007557",1,1,1
"10.1007/s10144-005-0246-8",1,1,1
"10.3934/naco.2017022",1,1,1
"10.1002/ecj.11808",1,1,1
"10.3390/su12030925",1,1,1
"10.1007/s10845-015-1171-0",1,1,1
"10.1016/j.progress.2015.04.001",1,1,1
"10.1016/j.jtbi.2019.05.002",1,1,1
"10.1007/978-981-16-6932-3_3",1,1,1
"10.1016/j.eswa.2008.07.036",1,1,1
"10.3310/hta13suppl2/04",1,1,1
"10.1371/journal.pone.0002763",1,1,1
"10.1007/s00198-012-1936-7",1,1,1
"10.1142/s1793962318500356",1,1,1
"10.3390/en14164781",1,1,1
"10.1016/j.csbj.2021.07.005",1,1,1
"10.1002/sres.2321",1,1,1
"10.1093/geront/gnx077",1,1,1
"10.1016/j.ejcon.2023.100803",1,1,1
"10.1007/978-3-319-19033-4_10",1,1,1
"10.3390/math9020190",1,1,1
"10.1007/s00191-022-00775-6",1,1,1
"10.1016/j.neucom.2022.10.032",1,1,1
"10.1007/s11042-018-7141-8",1,1,1
"10.1016/j.eneco.2017.12.032",1,1,1
"10.1016/j.infsof.2011.12.004",1,1,1
"10.1016/j.jedc.2020.103937",1,1,1
"10.3390/su15129345",1,1,1
"10.1109/irce.2019.00022",1,1,1
"10.2307/3546752",1,1,1
"10.1007/978-0-8176-4558-8_14",1,1,1
"10.1016/j.aap.2018.12.019",1,1,1
"10.1007/s11390-009-9267-7",1,1,1
"10.3390/su15043412",1,1,1
"10.3390/en16155607",1,1,1
"10.1080/00207543.2016.1151567",1,1,1
"10.1016/j.trc.2016.08.003",1,1,1
"10.1016/j.jclepro.2020.123150",1,1,1
"10.17533/udea.redin.n81a03",1,1,1
"10.1002/sres.2238",1,1,1
"10.1016/j.foar.2015.12.002",1,1,1
"10.1016/j.jedc.2017.02.004",1,1,1
"10.1016/s0378-4754(97)00048-7",1,1,1
"10.1016/j.eswa.2007.09.025",1,1,1
"10.1016/s0303-2647(01)00110-1",1,1,1
"10.1002/rnc.4954",1,1,1
"10.1016/j.autcon.2021.103919",1,1,1
"10.3141/2021-02",1,1,1
"10.1016/j.ergon.2009.04.002",1,1,1
"10.1177/03611981221095520",1,1,1
"10.1109/tie.2020.2996158",1,1,1
"10.1109/taai.2013.77",1,1,1
"10.1016/j.physa.2013.06.011",1,1,1
"10.1002/ecj.11422",1,1,1
"10.1016/j.biosystems.2004.05.025",1,1,1
"10.1007/s10588-017-9244-6",1,1,1
"10.1016/j.est.2020.101673",1,1,1
"10.1111/ecog.04444",1,1,1
"10.1016/j.future.2008.01.004",1,1,1
"10.1016/j.idm.2018.02.001",1,1,1
"10.3389/fdgth.2023.1174845",1,1,1
"10.3233/idt-130166",1,1,1
"10.1155/2020/1845090",1,1,1
"10.1109/iv.2014.59",1,1,1
"10.1016/j.rineng.2023.101151",1,1,1
"10.1109/wi-iatw.2006.43",1,1,1
"10.1016/j.eswa.2015.07.070",1,1,1
"10.1109/lcsys.2021.3070850",1,1,1
"10.1007/s10878-013-9677-x",1,1,1
"10.3390/su15054407",1,1,1
"10.1016/j.epsr.2009.10.028",1,1,1
"10.1002/rnc.6752",1,1,1
"10.1186/1476-072x-13-45",1,1,1
"10.1016/j.ejor.2016.03.030",1,1,1
"10.1002/rnc.4525",1,1,1
"10.7148/2013-0068",1,1,1
"10.1016/j.cie.2008.09.039",1,1,1
"10.3390/su13042283",1,1,1
"10.1109/tnsm.2021.3059752",1,1,1
"10.1016/j.simpat.2016.07.001",1,1,1
"10.1109/aero47225.2020.9172459",1,1,1
"10.1098/rsif.2016.0830",1,1,1
"10.2214/ajr.16.16642",1,1,1
"10.1063/1.5141755",1,1,1
"10.1016/j.jtbi.2014.02.035",1,1,1
"10.1016/j.ecolmodel.2017.04.007",1,1,1
"10.1093/aob/mcx154",1,1,1
"10.3390/en12081521",1,1,1
"10.1109/tits.2021.3109142",1,1,1
"10.1371/journal.pcbi.1002791",1,1,1
"10.1371/journal.pone.0265253",1,1,1
"10.1080/08927014.2018.1440392",1,1,1
"10.1016/j.ifacol.2022.11.345",1,1,1
"10.1109/robot.2010.5509490",1,1,1
"10.1061/(asce)ey.1943-7897.0000519",1,1,1
"10.1186/1475-2875-13-424",1,1,1
"10.1109/tnn.2006.875990",1,1,1
"10.1177/0037549716656060",1,1,1
"10.1016/j.engappai.2023.106358",1,1,1
"10.3390/sym9100239",1,1,1
"10.5829/ije.2019.32.05b.06",1,1,1
"10.1002/rnc.5618",1,1,1
"10.1002/cplx.21481",1,1,1
"10.1016/j.egyr.2022.11.117",1,1,1
"10.1016/j.jtbi.2004.11.035",1,1,1
"10.1016/j.scitotenv.2019.134105",1,1,1
"10.3991/ijoe.v13i06.7184",1,1,1
"10.3390/en12234576",1,1,1
"10.1016/j.simpat.2011.12.011",1,1,1
"10.1126/science.aat1953",1,1,1
"10.1016/j.agwat.2021.107088",1,1,1
"10.1109/oajpe.2023.3258254",1,1,1
"10.1109/jiot.2019.2950048",1,1,1
"10.1577/1548-8659(1993)122<0927:mgasia>2.3.co;2",1,1,1
"10.1109/tii.2015.2470528",1,1,1
"10.1016/j.ijpe.2004.05.015",1,1,1
"10.1111/j.1467-8500.2007.00554.x",1,1,1
"10.1038/bjc.2011.300",1,1,1
"10.1177/1091142106293443",1,1,1
"10.1016/j.simpat.2008.07.004",1,1,1
"10.54694/dem.0287",1,1,1
"10.3354/meps178039",1,1,1
"10.31217/p.37.1.9",1,1,1
"10.1061/(asce)wr.1943-5452.0001015",1,1,1
"10.7225/toms.v08.n01.002",1,1,1
"10.1155/2023/6684252",1,1,1
"10.1061/(asce)wr.1943-5452.0001074",1,1,1
"10.1007/978-3-030-11051-2_72",1,1,1
"10.1007/s11721-022-00215-y",1,1,1
"10.1016/j.rtbm.2022.100875",1,1,1
"10.1016/j.compbiomed.2019.02.020",1,1,1
"10.1111/jeb.12912",1,1,1
"10.1016/j.pocean.2009.07.044",1,1,1
"10.1007/s10588-016-9226-0",1,1,1
"10.1177/03611981221089316",1,1,1
"10.1016/j.dss.2019.113227",1,1,1
"10.1002/rnc.6230",1,1,1
"10.1016/j.jfranklin.2022.06.040",1,1,1
"10.3390/app11156864",1,1,1
"10.2316/journal.203.2018.1.203-0021",1,1,1
"10.1016/j.jnca.2004.10.004",1,1,1
"10.1016/s0252-9602(15)30055-2",1,1,1
"10.3390/app13042169",1,1,1
"10.1016/j.jtbi.2014.07.016",1,1,1
"10.1016/j.asoc.2005.02.003",1,1,1
